KVM Usage Type,VM Count,Container Host Usage,Container Count,Free Guest Slots Count,Free Memory,Free Cores
THREE_SHARED_AND_DEDICATED,44,-,0,5,64,0
TWO_SET_OF_SHARED_CPU_CORES,33,-,0,3,58,-
THREE_SHARED_AND_DEDICATED,31,-,0,1,0,0
THREE_SHARED_AND_DEDICATED,33,-,0,2,16,0
THREE_SHARED_AND_DEDICATED,33,-,0,0,48,0
TWO_SET_OF_SHARED_CPU_CORES,31,-,0,0,8,-
TWO_SET_OF_SHARED_CPU_CORES,33,-,0,0,102,-
TWO_SET_OF_SHARED_CPU_CORES,30,-,0,2,18,-
SHARED_CPU_CORES,12,-,0,1,60,-
TWO_SET_OF_SHARED_CPU_CORES,39,-,0,-,28,-
TWO_SET_OF_SHARED_CPU_CORES,49,-,0,3,12,-
THREE_SHARED_AND_DEDICATED,39,-,0,1,18,0
TWO_SET_OF_SHARED_CPU_CORES,46,-,0,5,18,-
TWO_SET_OF_SHARED_CPU_CORES,48,-,0,2,26,-
TWO_SET_OF_SHARED_CPU_CORES,50,-,0,-,160,-
TWO_SET_OF_SHARED_CPU_CORES,50,-,0,-,140,-
TWO_SET_OF_SHARED_CPU_CORES,50,-,0,-,140,-
TWO_SET_OF_SHARED_CPU_CORES,50,-,0,-,140,-
TWO_SET_OF_SHARED_CPU_CORES,50,-,0,-,140,-
TWO_SET_OF_SHARED_CPU_CORES,50,-,0,-,140,-
TWO_SET_OF_SHARED_CPU_CORES,40,-,0,0,26,-
TWO_SET_OF_SHARED_CPU_CORES,39,-,0,4,10,-
TWO_SET_OF_SHARED_CPU_CORES,50,-,0,-,140,-
TWO_SET_OF_SHARED_CPU_CORES,50,-,0,-,140,-
THREE_SHARED_AND_DEDICATED,31,-,0,1,18,0
TWO_SET_OF_SHARED_CPU_CORES,30,-,0,2,14,-
TWO_SET_OF_SHARED_CPU_CORES,28,-,0,0,72,-
TWO_SET_OF_SHARED_CPU_CORES,32,-,0,0,6,-
TWO_SET_OF_SHARED_CPU_CORES,31,-,0,1,94,-
TWO_SET_OF_SHARED_CPU_CORES,31,-,0,1,0,-
TWO_SET_OF_SHARED_CPU_CORES,31,-,0,0,0,-
SHARED_CPU_CORES,2,-,0,7,213,-
SHARED_CPU_CORES,3,-,0,6,433,-
TWO_SET_OF_SHARED_CPU_CORES,37,-,0,1,0,-
THREE_SHARED_AND_DEDICATED,45,-,0,2,52,0
THREE_SHARED_AND_DEDICATED,46,-,0,4,28,0
THREE_SHARED_AND_DEDICATED,44,-,0,4,36,0
TWO_SET_OF_SHARED_CPU_CORES,50,-,0,-,136,-
TWO_SET_OF_SHARED_CPU_CORES,50,-,0,1,144,-
TWO_SET_OF_SHARED_CPU_CORES,37,-,0,1,0,-
TWO_SET_OF_SHARED_CPU_CORES,51,-,0,1,136,-
TWO_SET_OF_SHARED_CPU_CORES,40,-,0,4,0,-
THREE_SHARED_AND_DEDICATED,38,-,0,0,4,0
THREE_SHARED_AND_DEDICATED,36,-,0,4,38,0
THREE_SHARED_AND_DEDICATED,36,-,0,4,88,0
THREE_SHARED_AND_DEDICATED,47,-,0,3,0,0
THREE_SHARED_AND_DEDICATED,34,-,0,0,30,0
TWO_SET_OF_SHARED_CPU_CORES,31,-,0,0,4,-
TWO_SET_OF_SHARED_CPU_CORES,32,-,0,0,52,-
TWO_SET_OF_SHARED_CPU_CORES,31,-,0,1,108,-
TWO_SET_OF_SHARED_CPU_CORES,31,-,0,1,4,-
TWO_SET_OF_SHARED_CPU_CORES,31,-,0,1,24,-
TWO_SET_OF_SHARED_CPU_CORES,31,-,0,1,6,-
TWO_SET_OF_SHARED_CPU_CORES,31,-,0,1,4,-
TWO_SET_OF_SHARED_CPU_CORES,32,-,0,1,0,-
THREE_SHARED_AND_DEDICATED,39,-,0,2,0,0
THREE_SHARED_AND_DEDICATED,39,-,0,1,0,0
THREE_SHARED_AND_DEDICATED,35,-,0,2,124,12
THREE_SHARED_AND_DEDICATED,37,-,0,3,16,0
THREE_SHARED_AND_DEDICATED,40,-,0,1,20,0
THREE_SHARED_AND_DEDICATED,40,-,0,0,0,0
THREE_SHARED_AND_DEDICATED,39,-,0,1,16,0
THREE_SHARED_AND_DEDICATED,39,-,0,1,16,0
THREE_SHARED_AND_DEDICATED,41,-,0,-,16,0
THREE_SHARED_AND_DEDICATED,39,-,0,3,46,0
SHARED_CPU_CORES,-,-,0,0,464,-
TWO_SHARED_AND_DEDICATED,34,-,0,3,6,0
TWO_SHARED_AND_DEDICATED,31,-,0,6,2,16
TWO_SHARED_AND_DEDICATED,34,-,0,0,28,32
TWO_SHARED_AND_DEDICATED,33,-,0,1,0,16
TWO_SHARED_AND_DEDICATED,45,-,0,0,34,24
TWO_SHARED_AND_DEDICATED,34,-,0,2,2,0
TWO_SHARED_AND_DEDICATED,35,-,0,0,0,16
TWO_SHARED_AND_DEDICATED,34,-,0,1,18,32
TWO_SHARED_AND_DEDICATED,26,-,0,0,56,0
TWO_SHARED_AND_DEDICATED,23,-,0,3,16,0
TWO_SHARED_AND_DEDICATED,37,-,0,1,64,0
TWO_SHARED_AND_DEDICATED,46,-,0,2,14,0
TWO_SHARED_AND_DEDICATED,45,-,0,2,0,0
DEDICATED_CPU_CORES,4,-,0,0,208,0
TWO_SHARED_AND_DEDICATED,35,-,0,0,6,24
TWO_SHARED_AND_DEDICATED,34,-,0,1,6,24
TWO_SHARED_AND_DEDICATED,34,-,0,3,6,16
TWO_SHARED_AND_DEDICATED,37,-,0,0,4,16
TWO_SHARED_AND_DEDICATED,34,-,0,1,20,32
TWO_SHARED_AND_DEDICATED,36,-,0,1,0,0
TWO_SHARED_AND_DEDICATED,32,-,0,2,8,32
TWO_SHARED_AND_DEDICATED,35,-,0,2,6,32
TWO_SHARED_AND_DEDICATED,37,-,0,1,2,32
TWO_SHARED_AND_DEDICATED,35,-,0,2,36,0
TWO_SHARED_AND_DEDICATED,35,-,0,2,56,32
TWO_SHARED_AND_DEDICATED,43,-,0,2,48,0
TWO_SHARED_AND_DEDICATED,44,-,0,0,38,0
TWO_SHARED_AND_DEDICATED,53,-,0,2,10,6
TWO_SHARED_AND_DEDICATED,44,-,0,1,24,16
TWO_SHARED_AND_DEDICATED,44,-,0,1,12,0
TWO_SHARED_AND_DEDICATED,34,-,0,2,4,64
TWO_SHARED_AND_DEDICATED,29,-,0,3,106,32
TWO_SHARED_AND_DEDICATED,33,-,0,4,2,48
TWO_SHARED_AND_DEDICATED,37,-,0,1,24,16
TWO_SHARED_AND_DEDICATED,39,-,0,0,26,16
TWO_SHARED_AND_DEDICATED,54,-,0,3,6,20
TWO_SHARED_AND_DEDICATED,37,-,0,0,22,0
TWO_SHARED_AND_DEDICATED,37,-,0,1,6,16
TWO_SHARED_AND_DEDICATED,30,-,0,4,2,48
TWO_SHARED_AND_DEDICATED,33,-,0,3,18,32
TWO_SHARED_AND_DEDICATED,30,-,0,6,6,32
TWO_SHARED_AND_DEDICATED,36,-,0,2,14,0
TWO_SHARED_AND_DEDICATED,35,-,0,2,10,16
TWO_SHARED_AND_DEDICATED,45,-,0,1,2,24
TWO_SHARED_AND_DEDICATED,44,-,0,3,0,32
TWO_SHARED_AND_DEDICATED,35,-,0,2,2,8
TWO_SHARED_AND_DEDICATED,45,-,0,3,20,64
TWO_SHARED_AND_DEDICATED,46,-,0,3,12,16
TWO_SHARED_AND_DEDICATED,30,-,0,3,30,48
TWO_SHARED_AND_DEDICATED,32,-,0,3,0,64
TWO_SHARED_AND_DEDICATED,31,-,0,3,8,48
TWO_SHARED_AND_DEDICATED,11,-,0,0,272,0
TWO_SHARED_AND_DEDICATED,9,-,0,-,336,0
TWO_SHARED_AND_DEDICATED,32,-,0,4,2,16
TWO_SHARED_AND_DEDICATED,43,-,0,2,4,64
TWO_SHARED_AND_DEDICATED,45,-,0,0,0,64
TWO_SHARED_AND_DEDICATED,32,-,0,4,4,64
TWO_SHARED_AND_DEDICATED,33,-,0,1,6,16
TWO_SHARED_AND_DEDICATED,33,-,0,2,8,48
TWO_SET_OF_SHARED_CPU_CORES,54,-,0,8,40,-
TWO_SHARED_AND_DEDICATED,36,-,0,2,46,16
TWO_SET_OF_SHARED_CPU_CORES,36,-,0,8,4,-
TWO_SHARED_AND_DEDICATED,41,-,0,3,20,32
TWO_SHARED_AND_DEDICATED,43,-,0,2,18,0
TWO_SHARED_AND_DEDICATED,41,-,0,4,8,16
-,-,-,0,5,719,-
TWO_SHARED_AND_DEDICATED,40,-,0,5,58,64
TWO_SHARED_AND_DEDICATED,38,-,0,6,231,64
TWO_SHARED_AND_DEDICATED,40,-,0,6,44,48
FOUR_SHARED_AND_DEDICATED,35,-,0,-,439,128
FOUR_SHARED_AND_DEDICATED,36,-,0,1,439,112
FOUR_SHARED_AND_DEDICATED,36,-,0,-,431,128
FOUR_SHARED_AND_DEDICATED,35,-,0,-,439,128
FOUR_SHARED_AND_DEDICATED,35,-,0,0,415,128
FOUR_SHARED_AND_DEDICATED,35,-,0,-,443,128
TWO_SHARED_AND_DEDICATED,38,-,0,7,131,64
TWO_SHARED_AND_DEDICATED,38,-,0,6,167,64
TWO_SHARED_AND_DEDICATED,39,-,0,6,64,56
TWO_SHARED_AND_DEDICATED,40,-,0,5,36,64
TWO_SHARED_AND_DEDICATED,38,-,0,7,416,56
FOUR_SHARED_AND_DEDICATED,35,-,0,1,395,112
FOUR_SHARED_AND_DEDICATED,34,-,0,-,455,128
FOUR_SHARED_AND_DEDICATED,34,-,0,-,451,128
-,-,-,0,-,719,-
FOUR_SHARED_AND_DEDICATED,34,-,0,-,455,128
-,-,-,0,-,719,-
TWO_SHARED_AND_DEDICATED,39,-,0,6,68,56
TWO_SHARED_AND_DEDICATED,38,-,0,7,96,64
TWO_SHARED_AND_DEDICATED,42,-,0,5,79,64
TWO_SHARED_AND_DEDICATED,40,-,0,5,72,56
TWO_SHARED_AND_DEDICATED,38,-,0,7,135,64
-,-,-,0,-,719,-
-,-,-,0,4,721,-
TWO_SHARED_AND_DEDICATED,-,-,0,0,719,128
-,-,-,0,-,719,-
-,-,-,0,-,719,-
-,-,-,0,-,719,-
TWO_SHARED_AND_DEDICATED,30,-,0,13,216,64
TWO_SHARED_AND_DEDICATED,37,-,0,8,183,64
TWO_SHARED_AND_DEDICATED,39,-,0,6,32,56
TWO_SHARED_AND_DEDICATED,19,-,0,26,368,64
TWO_SHARED_AND_DEDICATED,38,-,0,5,243,64
-,-,-,0,-,719,-
-,-,-,0,-,719,-
-,-,-,0,-,719,-
-,-,-,0,-,719,-
-,-,-,0,-,719,-
-,-,-,0,-,719,-
TWO_SHARED_AND_DEDICATED,38,-,0,7,243,64
TWO_SHARED_AND_DEDICATED,38,-,0,7,148,64
TWO_SHARED_AND_DEDICATED,37,-,0,8,72,64
TWO_SHARED_AND_DEDICATED,34,-,0,10,207,64
-,-,-,0,-,719,-
-,-,-,0,-,719,-
-,-,-,0,-,719,-
-,-,-,0,-,719,-
-,-,-,0,-,719,-
-,-,-,0,-,719,-
TWO_SHARED_AND_DEDICATED,39,-,0,5,49,64
TWO_SET_OF_SHARED_CPU_CORES,42,-,0,1,52,-
TWO_SHARED_AND_DEDICATED,38,-,0,6,80,64
TWO_SHARED_AND_DEDICATED,30,-,0,15,174,64
TWO_SHARED_AND_DEDICATED,38,-,0,7,52,64
-,-,-,0,-,719,-
-,-,-,0,-,719,-
-,-,-,0,-,719,-
-,-,-,0,-,719,-
-,-,-,0,-,719,-
-,-,-,0,-,719,-
TWO_SHARED_AND_DEDICATED,30,-,0,13,228,64
TWO_SHARED_AND_DEDICATED,37,-,0,7,147,64
TWO_SHARED_AND_DEDICATED,38,-,0,7,137,64
TWO_SHARED_AND_DEDICATED,40,-,0,5,40,64
-,-,-,0,-,719,-
-,-,-,0,-,719,-
-,-,-,0,-,719,-
-,-,-,0,-,719,-
-,-,-,0,-,719,-
-,-,-,0,-,719,-
-,-,-,0,0,719,-
-,-,-,0,-,719,-
-,-,-,0,-,719,-
-,-,-,0,-,719,-
-,-,-,0,-,719,-
SHARED_CPU_CORES,-,-,0,0,120,-
FOUR_SET_OF_SHARED_CPU_CORES,31,-,0,1,471,-
TWO_SHARED_AND_DEDICATED,1,-,0,4,591,128
TWO_SHARED_AND_DEDICATED,1,-,0,4,591,128
-,-,-,0,4,719,-
-,-,-,0,4,719,-
-,-,-,0,4,719,-
FOUR_SET_OF_SHARED_CPU_CORES,28,-,0,2,491,-
-,-,-,0,4,719,-
TWO_SET_OF_SHARED_CPU_CORES,1,-,0,4,687,-
-,-,-,0,4,719,-
-,-,-,0,0,719,-
SHARED_CPU_CORES,-,-,0,0,120,-
TWO_SET_OF_SHARED_CPU_CORES,64,-,0,0,0,-
-,-,-,0,4,719,-
SHARED_PLUS_DEDICATED_CPU_CORES,1,-,0,1,229,56
DEDICATED_CPU_CORES,-,-,0,0,120,64
DEDICATED_CPU_CORES,2,-,0,2,88,46
SHARED_CPU_CORES,-,-,0,0,120,-
SHARED_CPU_CORES,-,-,0,0,120,-
TWO_SET_OF_SHARED_CPU_CORES,60,-,0,0,0,-
TWO_SHARED_AND_DEDICATED,40,-,0,4,9,0
TWO_SHARED_AND_DEDICATED,44,-,0,0,73,40
TWO_SHARED_AND_DEDICATED,43,-,0,1,73,16
TWO_SHARED_AND_DEDICATED,43,-,0,2,241,8
TWO_SHARED_AND_DEDICATED,44,-,0,1,129,8
SHARED_PLUS_DEDICATED_CPU_CORES,-,-,0,22,120,32
-,-,-,0,0,119,-
TWO_SET_OF_SHARED_CPU_CORES,46,-,0,0,111,-
TWO_SHARED_AND_DEDICATED,44,-,0,1,25,0
TWO_SHARED_AND_DEDICATED,27,-,0,0,1,64
TWO_SHARED_AND_DEDICATED,43,-,0,3,265,0
TWO_SHARED_AND_DEDICATED,41,-,0,4,257,40
TWO_SHARED_AND_DEDICATED,45,-,0,0,17,0
DEDICATED_CPU_CORES,4,-,0,0,207,0
TWO_SET_OF_SHARED_CPU_CORES,50,-,0,3,79,-
TWO_SET_OF_SHARED_CPU_CORES,51,-,0,0,335,-
TWO_SHARED_AND_DEDICATED,44,-,0,2,97,0
TWO_SHARED_AND_DEDICATED,44,-,0,1,17,16
TWO_SHARED_AND_DEDICATED,45,-,0,0,49,8
TWO_SHARED_AND_DEDICATED,39,-,0,6,253,16
TWO_SHARED_AND_DEDICATED,43,-,0,2,65,32
-,-,-,0,4,479,-
TWO_SHARED_AND_DEDICATED,35,-,0,7,329,0
TWO_SHARED_AND_DEDICATED,43,-,0,1,329,8
TWO_SHARED_AND_DEDICATED,42,-,0,3,113,8
TWO_SHARED_AND_DEDICATED,44,-,0,0,269,0
TWO_SHARED_AND_DEDICATED,44,-,0,0,49,0
TWO_SHARED_AND_DEDICATED,40,-,0,5,24,64
-,-,-,0,4,479,-
TWO_SHARED_AND_DEDICATED,43,-,0,4,89,32
TWO_SHARED_AND_DEDICATED,45,-,0,1,83,16
TWO_SHARED_AND_DEDICATED,48,-,0,0,9,0
TWO_SHARED_AND_DEDICATED,42,-,0,4,67,0
TWO_SHARED_AND_DEDICATED,44,-,0,0,41,0
-,-,-,0,4,479,-
-,-,-,0,4,479,-
TWO_SHARED_AND_DEDICATED,39,-,0,6,169,0
TWO_SHARED_AND_DEDICATED,43,-,0,3,89,0
TWO_SHARED_AND_DEDICATED,44,-,0,1,69,0
TWO_SHARED_AND_DEDICATED,18,-,0,9,429,64
TWO_SHARED_AND_DEDICATED,44,-,0,4,81,0
-,-,-,0,4,239,-
TWO_SHARED_AND_DEDICATED,45,-,0,0,41,0
TWO_SHARED_AND_DEDICATED,22,-,0,1,15,64
TWO_SHARED_AND_DEDICATED,44,-,0,0,57,0
TWO_SHARED_AND_DEDICATED,45,-,0,0,65,0
TWO_SHARED_AND_DEDICATED,45,-,0,0,105,0
TWO_SHARED_AND_DEDICATED,38,-,0,6,200,32
TWO_SHARED_AND_DEDICATED,39,-,0,6,76,64
TWO_SHARED_AND_DEDICATED,38,-,0,6,231,64
TWO_SET_OF_SHARED_CPU_CORES,38,-,0,7,104,-
TWO_SHARED_AND_DEDICATED,38,-,0,6,191,64
-,-,-,0,-,719,-
-,4,-,0,0,411,-
-,-,-,0,4,479,-
-,-,-,0,4,479,-
TWO_SHARED_AND_DEDICATED,44,-,0,1,9,0
TWO_SHARED_AND_DEDICATED,46,-,0,1,1,0
TWO_SHARED_AND_DEDICATED,47,-,0,0,33,0
TWO_SHARED_AND_DEDICATED,43,-,0,2,113,0
TWO_SHARED_AND_DEDICATED,44,-,0,1,5,0
TWO_SHARED_AND_DEDICATED,38,-,0,6,215,64
TWO_SHARED_AND_DEDICATED,36,-,0,9,259,64
TWO_SHARED_AND_DEDICATED,38,-,0,7,235,64
TWO_SHARED_AND_DEDICATED,41,-,0,5,163,64
TWO_SHARED_AND_DEDICATED,40,-,0,5,31,64
-,-,-,0,4,479,-
-,-,-,0,4,479,-
TWO_SHARED_AND_DEDICATED,46,-,0,0,9,0
TWO_SHARED_AND_DEDICATED,42,-,0,0,37,16
TWO_SHARED_AND_DEDICATED,43,-,0,0,69,24
TWO_SHARED_AND_DEDICATED,41,-,0,1,37,0
TWO_SHARED_AND_DEDICATED,43,-,0,0,41,8
TWO_SHARED_AND_DEDICATED,44,-,0,5,185,64
TWO_SHARED_AND_DEDICATED,39,-,0,5,114,56
TWO_SHARED_AND_DEDICATED,39,-,0,4,263,64
TWO_SHARED_AND_DEDICATED,40,-,0,3,219,64
TWO_SHARED_AND_DEDICATED,38,-,0,6,120,64
TWO_SHARED_AND_DEDICATED,44,-,0,0,17,16
TWO_SHARED_AND_DEDICATED,43,-,0,0,49,8
TWO_SHARED_AND_DEDICATED,43,-,0,1,41,8
TWO_SHARED_AND_DEDICATED,45,-,0,0,9,0
TWO_SHARED_AND_DEDICATED,44,-,0,1,33,16
TWO_SET_OF_SHARED_CPU_CORES,50,-,0,1,24,-
TWO_SET_OF_SHARED_CPU_CORES,50,-,0,0,24,-
TWO_SET_OF_SHARED_CPU_CORES,50,-,0,1,24,-
SHARED_CPU_CORES,2,-,0,2,107,-
-,-,-,0,-,119,-
SHARED_CPU_CORES,1,-,0,4,120,-
SHARED_CPU_CORES,4,-,0,1,24,-
TWO_SET_OF_SHARED_CPU_CORES,35,-,0,-,247,-
TWO_SET_OF_SHARED_CPU_CORES,51,-,0,0,131,-
SHARED_CPU_CORES,-,-,0,3,103,-
-,-,-,0,-,119,-
TWO_SET_OF_SHARED_CPU_CORES,16,-,0,4,51,-
TWO_SET_OF_SHARED_CPU_CORES,35,-,0,-,251,-
TWO_SET_OF_SHARED_CPU_CORES,5,-,0,1,459,-
TWO_SET_OF_SHARED_CPU_CORES,41,-,0,-,207,-
TWO_SET_OF_SHARED_CPU_CORES,5,-,0,5,459,-
TWO_SET_OF_SHARED_CPU_CORES,28,-,0,2,3,-
TWO_SET_OF_SHARED_CPU_CORES,46,-,0,0,163,-
TWO_SET_OF_SHARED_CPU_CORES,30,-,0,1,11,-
TWO_SET_OF_SHARED_CPU_CORES,29,-,0,1,1,-
SHARED_CPU_CORES,-,-,0,2,463,-
TWO_SET_OF_SHARED_CPU_CORES,47,-,0,1,167,-
TWO_SET_OF_SHARED_CPU_CORES,30,-,0,1,1,-
TWO_SET_OF_SHARED_CPU_CORES,29,-,0,1,1,-
DEDICATED_CPU_CORES,4,-,0,0,209,0
TWO_SET_OF_SHARED_CPU_CORES,51,-,0,0,127,-
TWO_SET_OF_SHARED_CPU_CORES,28,-,0,2,9,-
-,-,-,0,4,479,-
TWO_SET_OF_SHARED_CPU_CORES,29,-,0,1,5,-
TWO_SET_OF_SHARED_CPU_CORES,27,-,0,3,125,-
TWO_SET_OF_SHARED_CPU_CORES,29,-,0,1,1,-
TWO_SET_OF_SHARED_CPU_CORES,29,-,0,1,5,-
-,-,-,0,4,119,-
TWO_SET_OF_SHARED_CPU_CORES,50,-,0,0,147,-
-,-,-,0,-,479,-
SHARED_CPU_CORES,1,-,0,3,471,-
-,-,-,0,4,479,-
TWO_SET_OF_SHARED_CPU_CORES,29,-,0,1,5,-
TWO_SET_OF_SHARED_CPU_CORES,30,-,0,0,5,-
TWO_SET_OF_SHARED_CPU_CORES,28,-,0,3,9,-
SHARED_CPU_CORES,-,-,0,0,119,-
TWO_SET_OF_SHARED_CPU_CORES,-,-,0,4,119,-
TWO_SET_OF_SHARED_CPU_CORES,50,-,0,0,175,-
-,-,-,0,4,479,-
-,-,-,0,-,479,-
-,-,-,0,4,479,-
TWO_SET_OF_SHARED_CPU_CORES,27,-,0,3,35,-
TWO_SET_OF_SHARED_CPU_CORES,-,-,0,30,479,-
TWO_SET_OF_SHARED_CPU_CORES,50,-,0,0,151,-
-,-,-,0,4,479,-
-,-,-,0,4,479,-
TWO_SET_OF_SHARED_CPU_CORES,27,-,0,3,5,-
TWO_SET_OF_SHARED_CPU_CORES,29,-,0,1,5,-
TWO_SET_OF_SHARED_CPU_CORES,29,-,0,1,5,-
TWO_SET_OF_SHARED_CPU_CORES,51,-,0,0,143,-
-,-,-,0,4,479,-
-,-,-,0,0,240,-
-,-,-,0,0,240,-
TWO_SET_OF_SHARED_CPU_CORES,29,-,0,1,5,-
TWO_SET_OF_SHARED_CPU_CORES,29,-,0,1,5,-
TWO_SET_OF_SHARED_CPU_CORES,29,-,0,1,5,-
TWO_SET_OF_SHARED_CPU_CORES,29,-,0,1,1,-
SHARED_CPU_CORES,2,-,0,-,-,-
SHARED_CPU_CORES,4,-,0,-,-,-
SHARED_CPU_CORES,-,-,0,7,120,-
SHARED_CPU_CORES,27,-,0,-,12,-
SHARED_CPU_CORES,26,-,0,-,16,-
SHARED_CPU_CORES,-,-,0,-,-,-
DEDICATED_CPU_CORES,1,-,0,2,90,24
SHARED_CPU_CORES,1,-,0,15,106,-
SHARED_CPU_CORES,-,-,0,13,93,-
SHARED_CPU_CORES,2,-,0,12,85,-
SHARED_CPU_CORES,3,-,0,12,89,-
REDIS_HOST,3,-,0,11,73,36
SHARED_CPU_CORES,2,-,0,13,85,-
SHARED_CPU_CORES,-,-,0,15,105,-
SHARED_CPU_CORES,48,-,0,5,48,-
SHARED_CPU_CORES,13,-,0,1,20,-
SHARED_CPU_CORES,-,-,0,3,30,-
SHARED_CPU_CORES,-,-,0,12,30,-
SHARED_CPU_CORES,-,-,0,6,30,-
SHARED_CPU_CORES,2,-,0,11,90,-
SHARED_PLUS_DEDICATED_CPU_CORES,2,-,0,2,88,0
SHARED_CPU_CORES,27,-,0,-,12,-
SHARED_CPU_CORES,3,-,0,12,92,-
SHARED_CPU_CORES,2,-,0,14,104,-
SHARED_CPU_CORES,2,-,0,13,100,-
SHARED_CPU_CORES,2,-,0,13,96,-
SHARED_CPU_CORES,2,-,0,11,88,-
SHARED_CPU_CORES,13,-,0,6,45,-
SHARED_CPU_CORES,2,-,0,15,106,-
SHARED_CPU_CORES,2,-,0,12,89,-
SHARED_CPU_CORES,-,-,0,-,85,-
SHARED_CPU_CORES,-,-,0,16,89,-
SHARED_CPU_CORES,1,-,0,13,85,-
SHARED_CPU_CORES,6,-,0,8,65,-
SHARED_CPU_CORES,3,-,0,11,69,-
SHARED_CPU_CORES,5,-,0,6,50,-
SHARED_CPU_CORES,2,-,0,9,86,-
SHARED_CPU_CORES,1,-,0,10,106,-
SHARED_CPU_CORES,4,-,0,8,54,-
SHARED_CPU_CORES,3,-,0,3,65,-
SHARED_CPU_CORES,2,-,0,4,89,-
SHARED_CPU_CORES,3,-,0,3,81,-
SHARED_CPU_CORES,3,-,0,3,81,-
SHARED_CPU_CORES,-,-,0,6,113,-
SHARED_CPU_CORES,2,-,0,4,97,-
SHARED_CPU_CORES,3,-,0,-,-,-
SHARED_CPU_CORES,-,-,0,4,28,-
SHARED_CPU_CORES,4,-,0,9,68,-
SHARED_CPU_CORES,-,-,0,16,120,-
SHARED_CPU_CORES,2,-,0,-,6,-
SHARED_CPU_CORES,8,-,0,6,45,-
SHARED_CPU_CORES,1,-,0,14,112,-
SHARED_CPU_CORES,-,-,0,12,89,-
SHARED_CPU_CORES,-,-,0,-,-,-
SHARED_CPU_CORES,-,-,0,-,-,-
SHARED_CPU_CORES,1,-,0,20,116,-
SHARED_CPU_CORES,-,-,0,21,120,-
REDIS_HOST,2,-,0,11,84,32
SHARED_CPU_CORES,5,-,0,11,70,-
SHARED_CPU_CORES,3,-,0,13,90,-
SHARED_CPU_CORES,5,-,0,8,50,-
SHARED_CPU_CORES,4,-,0,11,70,-
SHARED_CPU_CORES,1,-,0,14,98,-
SHARED_CPU_CORES,3,-,0,12,90,-
SHARED_CPU_CORES,1,-,0,14,96,-
SHARED_CPU_CORES,2,-,0,13,82,-
SHARED_CPU_CORES,4,-,0,10,82,-
SHARED_CPU_CORES,6,-,0,10,66,-
SHARED_CPU_CORES,4,-,0,11,86,-
SHARED_CPU_CORES,2,-,0,12,98,-
REDIS_HOST,5,-,0,11,70,32
SHARED_CPU_CORES,1,-,0,12,96,-
SHARED_CPU_CORES,1,-,0,15,106,-
SHARED_CPU_CORES,9,-,0,7,38,-
SHARED_CPU_CORES,2,-,0,11,94,-
SHARED_CPU_CORES,6,-,0,7,46,-
SHARED_CPU_CORES,8,-,0,13,122,-
SHARED_CPU_CORES,-,-,0,11,114,-
SHARED_CPU_CORES,-,-,0,8,30,-
SHARED_CPU_CORES,8,-,0,22,88,-
SHARED_CPU_CORES,2,-,0,13,12,-
SHARED_CPU_CORES,-,-,0,14,102,-
SHARED_CPU_CORES,4,-,0,11,84,-
SHARED_CPU_CORES,1,-,0,11,112,-
SHARED_CPU_CORES,2,-,0,12,100,-
SHARED_CPU_CORES,18,-,0,-,2,-
SHARED_CPU_CORES,2,-,0,17,105,-
REDIS_HOST,1,-,0,10,102,32
SHARED_CPU_CORES,2,-,0,3,65,-
SHARED_CPU_CORES,7,-,0,-,-,-
SHARED_CPU_CORES,3,-,0,-,48,-
SHARED_CPU_CORES,3,-,0,11,92,-
REDIS_HOST,1,-,0,9,65,36
SHARED_CPU_CORES,65,-,0,5,30,-
SHARED_CPU_CORES,1,-,0,10,94,-
SHARED_CPU_CORES,-,-,0,15,101,-
SHARED_CPU_CORES,3,-,0,-,-,-
SHARED_CPU_CORES,21,-,0,3,24,-
SHARED_CPU_CORES,-,-,0,-,16,-
SHARED_CPU_CORES,3,-,0,14,78,-
SHARED_CPU_CORES,1,-,0,16,90,-
REDIS_HOST,2,-,0,13,94,40
-,-,SHARED_CPU_CORES,0,4,120,-
SHARED_CPU_CORES,2,-,0,14,106,-
SHARED_CPU_CORES,2,-,0,-,14,-
SHARED_CPU_CORES,1,-,0,14,98,-
REDIS_HOST,3,-,0,14,68,40
SHARED_CPU_CORES,7,-,0,-,-,-
SHARED_CPU_CORES,-,-,0,9,56,-
SHARED_CPU_CORES,4,-,0,13,78,-
SHARED_CPU_CORES,3,-,0,13,102,-
TWO_SET_OF_SHARED_CPU_CORES,1,-,0,3,56,-
SHARED_CPU_CORES,12,-,0,8,40,-
SHARED_CPU_CORES,1,-,0,13,78,-
SHARED_CPU_CORES,5,-,0,-,122,-
SHARED_CPU_CORES,2,-,0,-,61,-
SHARED_CPU_CORES,6,-,0,17,77,-
SHARED_CPU_CORES,1,-,0,23,116,-
SHARED_CPU_CORES,36,-,0,0,16,32
SHARED_CPU_CORES,1,-,0,28,109,-
SHARED_CPU_CORES,1,-,0,10,92,-
SHARED_CPU_CORES,3,-,0,0,71,-
SHARED_CPU_CORES,4,-,0,10,69,-
SHARED_CPU_CORES,6,-,0,14,80,-
SHARED_CPU_CORES,3,-,0,11,100,-
SHARED_CPU_CORES,2,-,0,9,93,-
SHARED_CPU_CORES,5,-,0,11,78,-
SHARED_CPU_CORES,3,-,0,12,85,-
